Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: CUBI_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_JORGE:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/08  16:20:00,35.1,31.113615384201766,31.277347311158417,33.43386403333075,29.175343289461304,29.24851985706865,33.354207259619858 
 05/08  16:30:00,35.2,31.16545723066301,31.411409330683165,33.46063158950106,29.312591773183124,29.417237183686369,33.78445572717733 
 05/08  16:40:00,35.4,31.22594207410254,31.532099071830986,33.53822460105057,29.421451480336687,29.552527879499224,34.14956140697304 
 05/08  16:50:00,35.5,31.28119143191699,31.641352438827558,33.628633061989109,29.533131866394937,29.69156732234448,34.034317356372117 
 05/08  17:00:00,35.3,31.293428786721969,31.69676460963464,33.640405856276448,29.63834268950287,29.823374527166128,33.325932343114818 
 05/08  17:10:00,35.1,31.30628086350521,31.77181286556383,33.63747794790543,29.749618686045165,29.961370642621796,33.380306858850577 
 05/08  17:20:00,35.2,31.3558195210359,31.871842967214584,33.707208669836699,29.86027767882504,30.099262965302704,34.35493726457022 
 05/08  17:30:00,35.0,31.407106686520817,31.98323306034345,33.78378437334247,29.967586751718476,30.231689851823775,34.28070717407946 
 05/08  17:40:00,34.8,31.40706421747992,32.03064371888625,33.77979252961043,30.064362765701817,30.350775405429809,33.66477506651156 
 05/08  17:50:00,34.7,31.42363673445887,32.11359205781973,33.80745247338195,30.172510843508087,30.481240199004334,33.88097267478641 
 05/08  18:00:00,34.7,31.460280174851598,32.220041279722618,33.871966741121209,30.28372572595571,30.613116877422028,33.95771228499902 
 05/08  18:10:00,34.5,31.49358527262208,32.312113235676019,33.77221634819575,30.380604104194757,30.725431371099736,33.8624980535405 
 05/08  18:20:00,34.4,31.51280962229044,32.38255542258682,33.66766974826744,30.469808994447395,30.82644153740497,33.68585720099727 
 05/08  18:30:00,34.2,31.527690375927486,32.44621735309146,33.64672958847892,30.556633952983469,30.922728304399898,33.67993324069007 
 05/08  18:40:00,34.0,31.525737186884137,32.47807954966833,33.6566287670299,30.626077145655225,30.998087440858357,33.36179046662884 
 05/08  18:50:00,33.7,31.530855244516137,32.53450813014028,33.63471059589794,30.70668133952731,31.084182679209595,33.26620244063981 
 05/08  19:00:00,33.5,31.5358546547245,32.59663586868013,33.52313411212686,30.787643832288518,31.169196699987866,33.08321956660496 
 05/08  19:10:00,33.2,31.542911003169498,32.650461857632738,33.402427231007269,30.85296019614119,31.236003665745508,32.92581688105053 
 05/08  19:20:00,33.0,31.553156855947337,32.695091034318597,33.32889819815197,30.90841655326492,31.290849097913037,32.77817595300426 
 05/08  19:30:00,32.8,31.559387000118958,32.72631383953007,33.285965697660987,30.958907978389055,31.33893860658976,32.52687685457551 
 05/08  19:40:00,32.5,31.563720559176578,32.74659628632848,33.243338202710997,31.003717538798545,31.379667162383755,32.332135407241647 
 05/08  19:50:00,32.3,31.57288085934682,32.76326687593542,33.199386365124237,31.04194508732055,31.412405753357377,32.22738989050155 
 05/08  20:00:00,31.9,31.57269649126962,32.76270687630179,33.14581412172936,31.07397504891458,31.43790064091475,31.97133957402635 
 05/08  20:10:00,31.4,31.563305521738945,32.74757313568911,33.07956110736334,31.100377184590319,31.457021078727128,31.77242485102356 
 05/08  20:20:00,31.0,31.549325124951439,32.72473710428118,33.00280355067378,31.12135120381091,31.470174548958416,31.818048771537425 
 05/08  20:30:00,30.6,31.539686255754398,32.70446201561444,32.9355382994295,31.134452170366005,31.4758630613733,31.065156493230135 
 05/08  20:40:00,28.8,31.473056861796644,32.61955391022053,32.71388128235544,31.14569996733562,31.47823474277041,30.131817071369704 
 05/08  20:50:00,27.9,31.42136113036001,32.561223231946417,32.60508596301196,31.14832176406569,31.473387341895426,31.122269069876326 
 05/08  21:00:00,27.6,31.37937589802961,32.50765627137753,32.518591007794899,31.14553817730742,31.4613140541096,30.26001039913985 
 05/08  21:10:00,26.7,31.32792868612201,32.441158607822959,32.40430368613387,31.134319483913904,31.44124249981382,29.60019925739004 
