Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: CUBI_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: CUBI_JORGE:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_2:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE: TECHO_JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/03  02:30:00,22.0,27.93487768931915,27.634248738202435,27.767415153933358,26.679194382137085,26.506575734348325,25.062214307131478 
 05/03  02:40:00,21.9,27.88249232460086,27.56433061222264,27.682124656738489,26.62484496966954,26.44545543988704,24.596488120996975 
 05/03  02:50:00,21.9,27.851089100461388,27.526085167508513,27.616287263869233,26.57812022409071,26.39272280575213,25.266072465514804 
 05/03  03:00:00,21.7,27.81747161073718,27.48216784763649,27.574228009462734,26.529330666156026,26.33785781643972,24.537517190509314 
 05/03  03:10:00,21.7,27.77491441493976,27.428789942156624,27.484476682594108,26.4778193849653,26.28009574383866,25.198269551405774 
 05/03  03:20:00,21.8,27.740241314532328,27.38311337128869,27.419832280102506,26.4262404955645,26.22237713838092,25.442058414772406 
 05/03  03:30:00,21.5,27.694930674576143,27.324950385917096,27.347115830775004,26.373202594791314,26.163284253085878,24.713904388202296 
 05/03  03:40:00,21.4,27.65035197239895,27.268583185166585,27.26062566774014,26.31969268030104,26.1038202453135,25.271736517961938 
 05/03  03:50:00,21.1,27.598845339950015,27.20367043319517,27.176578803530814,26.264901043145576,26.043201181073536,24.52137432369398 
 05/03  04:00:00,21.2,27.538158628683936,27.125607676298089,27.065995725727654,26.20612903201237,25.9783763469705,24.741826934286384 
 05/03  04:10:00,21.0,27.503096577643235,27.08053046179062,27.009454777626965,26.15137935952654,25.918133477188804,24.9217035613833 
 05/03  04:20:00,20.8,27.44467447595718,27.007149484467005,26.90274093816043,26.092456431605127,25.853559589216326,24.830575093403938 
 05/03  04:30:00,20.9,27.414467009819917,26.963806572406069,26.883472919336798,26.030720845500043,25.78602455874841,24.124765524299577 
 05/03  04:40:00,20.8,27.379075695319366,26.918276535825997,26.829639658356077,25.977911037158269,25.728391705928943,24.485315564890607 
 05/03  04:50:00,21.1,27.325588492666847,26.843128594608836,26.770882493735195,25.908112250317985,25.652420884894249,24.11578804398843 
 05/03  05:00:00,20.8,27.300756392195998,26.80867340217264,26.758471588771024,25.851240483018907,25.590442748954346,23.564023580095048 
 05/03  05:10:00,20.8,27.26210826767749,26.75579411773631,26.726108346639788,25.788952379736516,25.522635849681508,23.77684178607442 
 05/03  05:20:00,20.1,27.20044732376939,26.6832200332071,26.610025496813525,25.728598395122029,25.4568445766312,23.437725884434586 
 05/03  05:30:00,20.1,27.146155726056155,26.616860722399694,26.507288391178009,25.670585672336367,25.39353870776653,23.993945705492107 
 05/03  05:40:00,19.5,27.060158392795065,26.51550878728868,26.336485849936648,25.607246371208498,25.324398334804586,23.883400129010928 
 05/03  05:50:00,19.6,27.021044846240494,26.46524362779444,26.28747978160361,25.546125841294989,25.25773604298798,23.25332979875285 
 05/03  06:00:00,19.5,26.984843230622567,26.418537428935325,26.24514040623862,25.491261475133955,25.198025384287904,23.078527242321696 
 05/03  06:10:00,19.6,26.913916915361825,26.327302692762136,26.146630469827828,25.418812510937607,25.119323058982766,23.237945926121005 
 05/03  06:20:00,19.9,26.868096759366848,26.26491470019978,26.088498776931766,25.352991492729069,25.04791583656838,23.383237978556648 
 05/03  06:30:00,19.6,26.85440227193788,26.241177902298579,26.094591827669846,25.289212357984604,24.978788878642008,22.465712231950918 
 05/03  06:40:00,19.4,26.814239160903307,26.18879710473416,26.05863350366311,25.224991384479944,24.909176800435206,22.43047559370254 
 05/03  06:50:00,19.5,26.766793626094029,26.12683913941016,26.018724905383079,25.156204160571833,24.83454682517986,22.60289576143308 
 05/03  07:00:00,19.8,26.75189133412251,26.104747939667037,26.018365872175985,25.098614216368305,24.771921623856128,22.91793108589389 
 05/03  07:10:00,20.1,26.71531593795872,26.053762648151236,25.987517820426498,25.032445284215315,24.699920448874189,23.966467697657565 
 05/03  07:20:00,20.1,26.69065110800777,26.018642210746756,25.967104000007589,24.9721200995944,24.63420525709499,23.946708411833169 
 05/03  07:30:00,20.7,26.69687268503991,26.012855078105156,26.044065987859498,24.91247763615044,24.569087886300325,23.399871039425915 
 05/03  07:40:00,21.2,26.732007088093469,26.033124121042577,26.1932561680664,24.855808090918467,24.506754318359307,23.256144814087699 
 05/03  07:50:00,22.0,26.77877591181433,26.064007887884153,26.34080018735073,24.802162795759537,24.44689397275281,23.518172680092034 
 05/03  08:00:00,22.9,26.81402355127827,26.08737390253389,26.446673112112089,24.753342863275259,24.391176136016957,23.81877253893591 
 05/03  08:10:00,24.3,26.8599323849628,26.122689520633516,26.573120643789584,24.71029445919283,24.340559452249616,24.318314633103254 
 05/03  08:20:00,24.3,26.89267823794272,26.14497716221595,26.67192773242164,24.673718619679524,24.29609269560691,24.295166163689225 
 05/03  08:30:00,24.4,26.909221973419308,26.153673240170595,26.732681219934137,24.643291541970425,24.257598217171798,24.26516113365682 
